"","caseid","tea_supp","defsppr_self","spsrvpr_ssself","guarpr_self","immig_checks","wiretap","gun_control","aidblack_self","libcpre_self","white","dem_edu","tea_supp.1","fox","gender_respondent_x","dem_age_r_x","inc_incgroup_pre","Obama","Auth","bornagain","church","republican","trad_adjust","trad_lifestyle","trad_tolerant","trad_famval"
"1969",1971,0,7,2,2,3,2,2,2,5,"White",13,0,"Does not watch Fox","1. male",67,15,20,0.25,NA,"2. no",5,5,5,5,4
"1970",1972,0,6,3,1,2,1,2,3,6,"White",11,0,"Watches Fox","1. male",67,15,30,0,NA,"2. no",5,1,5,4,5
"1971",1973,0,3,5,2,3,1,2,3,2,"Non-white",10,0,"Does not watch Fox","2. female",18,16,70,0.75,NA,"2. no",1,1,4,2,4
"1972",1974,0,3,4,3,3,1,3,3,2,"Non-white",13,0,"Does not watch Fox","1. male",33,15,70,0.25,NA,"2. no",2,1,3,2,5
"1973",1975,1,5,3,4,2,2,3,2,4,"White",12,1,"Does not watch Fox","2. female",30,19,70,0.75,NA,"1. yes",2,2,5,2,5
"1974",1976,1,4,2,3,3,1,2,3,6,"White",10,1,"Watches Fox","2. female",19,1,40,NA,"2. no","1. yes",7,2,4,2,4
"1975",1977,NA,6,NA,5,1,1,3,4,NA,"Non-white",9,NA,NA,"1. male",42,21,100,1,"2. no","1. yes",1,1,5,5,5
"1976",1978,0,2,3,NA,1,2,1,3,NA,"Non-white",9,0,"Does not watch Fox","1. male",19,NA,85,0.75,NA,"2. no",4,2,3,2,4
"1977",1979,0,2,7,2,1,1,3,5,1,"White",14,0,"Does not watch Fox","2. female",55,25,70,NA,"2. no","1. yes",2,2,1,1,1
"1978",1980,1,NA,NA,2,NA,NA,3,1,NA,"White",4,1,"Watches Fox","2. female",90,NA,15,NA,"2. no","2. no",5,2,4,4,5
"1979",1981,0,5,3,1,1,3,3,4,5,"White",13,0,"Does not watch Fox","2. female",61,20,60,0.5,"1. yes","1. yes",5,4,5,1,4
"1980",1982,NA,5,1,1,3,3,2,1,6,"White",6,NA,"Does not watch Fox","2. female",NA,NA,0,0.75,NA,"1. yes",NA,2,5,2,5
"1981",1983,1,3,NA,7,1,2,3,4,4,"Non-white",13,1,"Does not watch Fox","2. female",40,3,60,NA,"2. no","1. yes",4,1,5,5,5
"1982",1984,1,5,NA,2,2,NA,2,1,6,"White",10,1,"Does not watch Fox","1. male",18,26,15,NA,"2. no","1. yes",7,2,3,2,5
"1983",1985,0,5,NA,7,1,1,3,3,NA,"Non-white",9,0,NA,"1. male",47,7,85,1,"1. yes","1. yes",1,1,4,2,5
"1984",1986,1,6,3,2,3,2,2,2,6,"Non-white",10,1,"Does not watch Fox","1. male",20,2,50,0.5,NA,"2. no",7,4,3,2,4
"1985",1987,0,4,4,4,2,2,3,5,4,"Non-white",12,0,"Does not watch Fox","2. female",50,13,70,0.5,"1. yes","1. yes",3,5,5,4,5
"1986",1988,0,4,3,4,1,1,2,6,2,"Non-white",10,0,"Does not watch Fox","2. female",20,1,60,1,"2. no","2. no",2,1,3,2,3
"1987",1989,1,4,1,1,2,2,2,4,6,"White",13,1,"Does not watch Fox","1. male",40,27,15,0.5,"2. no","1. yes",7,2,4,4,5
"1988",1990,1,6,4,5,2,2,2,3,2,"White",12,1,"Watches Fox","1. male",24,13,15,0.75,"1. yes","1. yes",5,4,4,2,4
"1989",1991,0,3,4,5,1,1,3,6,2,"White",16,0,"Does not watch Fox","1. male",66,26,85,0,"2. no","1. yes",1,2,4,1,2
"1990",1992,0,4,4,4,1,1,2,2,3,"Non-white",12,0,"Does not watch Fox","2. female",34,3,100,0.25,"1. yes","2. no",1,1,4,3,5
"1991",1993,0,NA,5,3,2,2,3,1,NA,"Non-white",10,0,"Does not watch Fox","2. female",40,20,60,0.5,"2. no","2. no",4,4,4,5,3
"1992",1994,NA,5,3,1,1,2,2,1,3,"White",12,NA,NA,"2. female",31,17,85,0.5,NA,"2. no",3,1,5,1,5
"1993",1995,0,3,7,5,1,2,2,4,4,"Non-white",10,0,"Watches Fox","2. female",41,5,85,0.25,NA,"2. no",1,3,4,1,4
"1994",1996,0,NA,NA,7,1,2,3,7,7,"Non-white",9,0,"Does not watch Fox","1. male",19,1,85,1,NA,"1. yes",4,2,3,2,3
"1995",1997,0,NA,5,7,3,2,2,NA,NA,"White",9,0,"Does not watch Fox","2. female",58,NA,85,0.75,"2. no","2. no",1,2,4,1,5
"1996",1998,0,3,5,5,1,1,2,5,2,"White",14,0,"Does not watch Fox","1. male",30,13,90,0.25,"2. no","1. yes",3,2,1,2,1
"1997",1999,0,5,3,3,1,1,2,4,4,"White",10,0,"Does not watch Fox","2. female",20,2,40,0.25,NA,"2. no",3,3,2,1,3
"1998",2000,0,2,3,6,1,NA,3,6,2,"Non-white",14,0,"Watches Fox","1. male",32,7,85,1,"1. yes","1. yes",2,4,2,4,3
"1999",2001,0,2,5,5,1,NA,3,2,2,"White",14,0,"Does not watch Fox","1. male",89,NA,85,NA,"2. no","1. yes",1,NA,NA,NA,NA
"2000",2002,0,4,5,5,1,1,2,4,3,"Non-white",13,0,"Does not watch Fox","1. male",33,7,85,0.5,NA,"2. no",3,4,2,1,3
"2001",2003,0,2,3,5,1,1,2,6,6,"White",12,0,NA,"2. female",46,4,50,NA,"1. yes","1. yes",4,5,1,5,5
"2002",2004,1,2,1,2,3,1,1,1,4,"White",10,1,"Does not watch Fox","1. male",19,19,0,0,NA,"2. no",6,5,4,4,5
"2003",2005,0,3,6,5,3,2,2,5,3,"White",10,0,"Does not watch Fox","2. female",22,12,85,0.25,"1. yes","1. yes",1,2,3,1,4
"2004",2006,NA,NA,3,3,1,2,2,NA,5,"White",13,NA,"Does not watch Fox","2. female",41,15,70,0,"2. no","2. no",6,2,3,2,2
"2005",2007,0,4,5,4,1,1,2,4,2,"White",12,0,"Does not watch Fox","2. female",29,15,85,0.5,"2. no","1. yes",1,4,2,2,4
"2006",2008,1,5,1,2,3,2,2,4,6,"White",13,1,"Watches Fox","1. male",55,27,30,NA,"2. no","1. yes",5,4,5,4,5
"2007",2009,NA,NA,4,3,3,1,2,NA,5,"White",9,NA,"Watches Fox","1. male",27,2,50,1,NA,"2. no",5,2,4,1,5
"2008",2010,0,1,6,6,2,2,3,NA,NA,"Non-white",12,0,"Does not watch Fox","2. female",24,NA,100,0.5,NA,"1. yes",2,1,3,2,4
"2009",2011,0,5,7,1,2,2,3,4,4,"Non-white",10,0,"Watches Fox","1. male",59,5,70,0.5,"2. no","1. yes",1,2,5,2,4
"2010",2012,1,6,5,7,3,2,3,7,5,"Non-white",10,1,"Does not watch Fox","2. female",48,NA,100,0.75,"1. yes","1. yes",1,2,4,3,5
"2011",2013,0,4,6,4,3,2,2,2,4,"White",12,0,"Watches Fox","1. male",27,1,70,0.75,"2. no","2. no",3,2,3,2,5
"2012",2014,0,4,6,NA,3,2,3,2,NA,"White",9,0,"Does not watch Fox","2. female",62,NA,100,0.75,"2. no","1. yes",1,5,5,3,4
"2013",2015,1,7,1,1,3,1,1,1,7,"White",11,1,"Watches Fox","2. female",71,15,0,0,"2. no","1. yes",7,5,5,4,5
"2014",2016,0,5,7,1,3,3,3,7,NA,"Non-white",9,0,NA,"1. male",71,13,100,0.75,"1. yes","1. yes",1,2,4,4,4
"2015",2017,NA,3,4,4,1,1,3,4,5,"Non-white",6,NA,"Does not watch Fox","1. male",63,NA,85,1,"2. no","1. yes",1,3,3,2,4
"2016",2018,0,NA,5,5,2,1,2,2,NA,"White",10,0,"Watches Fox","2. female",21,20,70,1,"1. yes","1. yes",6,2,4,2,4
"2017",2019,0,3,5,5,1,1,3,5,3,"White",10,0,"Does not watch Fox","1. male",30,21,85,0,NA,"2. no",2,2,3,1,1
"2018",2020,0,4,6,6,1,1,3,7,1,"White",14,0,"Does not watch Fox","2. female",50,15,100,0,NA,"2. no",1,1,1,1,1
"2019",2021,0,4,2,2,2,1,2,NA,5,"White",13,0,"Watches Fox","1. male",46,24,40,NA,"2. no","1. yes",5,5,3,1,5
"2020",2022,0,NA,4,6,2,1,2,4,NA,"White",9,0,"Watches Fox","1. male",37,1,100,1,NA,"1. yes",1,1,3,2,4
"2021",2023,1,7,4,NA,3,3,3,1,6,"White",9,1,"Does not watch Fox","1. male",81,15,0,0.75,NA,"2. no",7,5,5,4,5
"2022",2024,0,NA,NA,7,3,2,3,7,NA,"Non-white",10,0,NA,"2. female",38,NA,60,0.75,"1. yes","1. yes",4,4,3,5,3
"2023",2025,0,4,6,5,2,NA,3,4,5,"Non-white",10,0,NA,"1. male",33,16,60,NA,NA,"2. no",2,2,3,2,5
"2024",2026,0,4,5,4,1,NA,2,6,2,"Non-white",10,0,"Does not watch Fox","2. female",68,6,100,NA,"2. no","1. yes",1,NA,NA,NA,NA
"2025",2027,0,5,6,4,3,1,2,5,2,"Non-white",13,0,"Does not watch Fox","1. male",62,15,100,0.75,"1. yes","1. yes",1,4,5,2,4
"2026",2028,1,7,1,4,3,2,3,1,7,"White",7,1,NA,"2. female",65,15,40,0.5,"1. yes","1. yes",7,1,5,2,4
"2027",2029,NA,NA,5,4,3,NA,2,6,NA,"Non-white",9,NA,"Does not watch Fox","1. male",56,NA,60,NA,"1. yes","1. yes",4,2,4,2,5
"2028",2030,0,NA,4,1,3,2,2,4,NA,"Non-white",12,0,NA,"2. female",29,5,100,1,"2. no","1. yes",1,3,2,1,4
"2029",2031,1,4,3,NA,1,NA,2,4,4,"White",10,1,"Watches Fox","2. female",23,NA,70,1,"2. no","1. yes",2,1,3,2,3
"2030",2032,0,7,4,7,2,1,1,7,NA,"White",9,0,NA,"1. male",23,NA,100,1,"2. no","1. yes",1,1,5,1,5
"2031",2033,1,5,1,2,3,2,2,1,6,"White",9,1,"Watches Fox","1. male",60,15,0,NA,NA,"1. yes",4,5,5,5,5
"2032",2034,1,5,5,1,1,2,3,5,4,"White",12,1,"Does not watch Fox","1. male",40,3,50,0,"2. no","2. no",4,5,4,4,5
"2033",2035,0,5,6,6,1,2,3,4,3,"Non-white",9,0,"Does not watch Fox","2. female",47,11,85,NA,"1. yes","1. yes",1,2,4,4,3
"2034",2036,0,6,NA,7,3,1,3,7,NA,"White",7,0,"Watches Fox","2. female",64,NA,90,NA,"1. yes","2. no",1,1,5,1,5
"2035",2037,NA,4,NA,4,2,NA,2,1,4,"White",10,NA,NA,"2. female",66,NA,70,1,"1. yes","1. yes",6,5,5,5,5
"2036",2038,0,4,5,5,3,2,3,3,2,"White",13,0,"Watches Fox","2. female",31,17,85,0.75,"2. no","1. yes",2,2,4,2,5
"2037",2039,0,5,4,5,3,2,3,5,4,"White",12,0,"Does not watch Fox","2. female",35,15,30,0.5,"1. yes","1. yes",1,2,5,2,5
"2038",2040,NA,6,4,NA,NA,2,3,NA,NA,"White",9,NA,"Does not watch Fox","2. female",62,21,85,1,NA,"2. no",4,2,4,2,4
"2039",2041,0,NA,NA,7,3,2,3,NA,NA,"White",9,0,NA,"2. female",23,3,50,NA,"2. no","1. yes",4,3,3,4,4
"2040",2042,0,1,6,5,1,NA,2,NA,3,"White",13,0,"Does not watch Fox","2. female",24,10,70,0.75,"1. yes","2. no",2,4,1,2,1
"2041",2043,NA,NA,1,NA,NA,NA,3,1,5,"White",9,NA,"Does not watch Fox","1. male",78,7,50,NA,"2. no","1. yes",4,1,4,3,1
"2042",2044,1,1,7,7,2,2,2,3,NA,"Non-white",9,1,NA,"2. female",29,NA,100,1,"2. no","1. yes",1,2,5,1,2
"2043",2045,0,7,5,5,3,3,2,3,4,"White",9,0,"Does not watch Fox","2. female",31,6,30,0.5,NA,"2. no",3,4,4,2,3
"2044",2046,NA,4,NA,5,2,2,2,4,4,"White",9,NA,"Watches Fox","2. female",49,9,100,0.75,"2. no","2. no",3,1,5,2,5
"2045",2047,0,3,3,NA,2,1,2,NA,3,"White",9,0,NA,"2. female",NA,NA,85,0.5,"2. no","2. no",3,5,3,2,5
"2046",2048,0,5,4,2,3,3,3,4,1,"White",11,0,"Does not watch Fox","1. male",50,9,85,0.5,"2. no","1. yes",1,1,5,4,5
"2047",2049,0,NA,NA,5,3,3,3,3,NA,"White",8,0,"Does not watch Fox","2. female",62,6,100,0.5,NA,"2. no",3,4,5,1,5
"2048",2050,0,NA,2,1,3,1,3,1,NA,"White",10,0,"Does not watch Fox","1. male",62,NA,100,NA,"1. yes","2. no",1,1,4,1,5
"2049",2051,0,4,NA,NA,3,NA,3,4,NA,"White",6,0,NA,"2. female",NA,6,60,0.75,"2. no","1. yes",4,5,5,2,5
"2050",2052,0,5,NA,NA,2,2,2,4,4,"White",10,0,NA,"2. female",53,6,80,NA,"2. no","2. no",1,2,4,1,5
"2051",2053,NA,6,5,4,3,3,3,3,4,"Non-white",6,NA,"Watches Fox","1. male",56,1,30,NA,NA,"2. no",5,2,5,1,4
"2052",2054,0,3,4,3,3,2,3,5,3,"White",11,0,"Does not watch Fox","2. female",52,12,100,0.25,"2. no","1. yes",2,1,2,1,2
"2053",2055,0,7,3,1,2,3,3,1,7,"Non-white",13,0,"Does not watch Fox","2. female",44,17,0,0.75,"1. yes","1. yes",5,3,5,2,5
"2054",2056,1,6,4,3,3,2,3,1,4,"White",10,1,"Does not watch Fox","1. male",64,9,50,NA,"2. no","2. no",4,5,4,3,5
"2055",3001,0,4,5,5,2,2,2,3,2,"Non-white",10,0,"Does not watch Fox","1. male",63,5,85,0.75,"1. yes","1. yes",2,3,4,2,4
"2056",3002,0,4,5,4,1,1,3,6,3,"White",14,0,"Does not watch Fox","2. female",67,NA,85,0.25,"2. no","2. no",2,3,3,2,1
"2057",3003,0,3,3,3,3,2,3,4,5,"White",14,0,"Does not watch Fox","2. female",64,17,60,0.5,"1. yes","1. yes",4,2,4,2,4
"2058",3004,0,6,2,2,3,NA,1,3,5,"White",12,0,"Does not watch Fox","1. male",76,21,0,NA,NA,"2. no",6,NA,NA,NA,NA
"2059",3005,0,2,5,5,3,1,2,4,5,"Non-white",9,0,"Does not watch Fox","1. male",63,NA,80,0.5,NA,"2. no",2,4,2,2,4
"2060",3006,0,NA,NA,4,1,2,2,4,NA,"White",9,0,"Does not watch Fox","2. female",53,13,50,0.5,"2. no","1. yes",4,5,5,3,4
"2061",3007,0,5,2,1,3,2,2,1,6,"White",13,0,"Does not watch Fox","1. male",44,25,0,1,"2. no","1. yes",7,4,4,3,4
"2062",3008,0,2,4,4,3,2,3,5,4,"Non-white",10,0,"Does not watch Fox","2. female",84,1,100,0.75,"1. yes","2. no",1,3,3,2,3
"2063",3009,0,NA,NA,4,2,2,2,NA,4,"Non-white",10,0,"Does not watch Fox","2. female",40,7,89,0.5,"2. no","1. yes",2,4,3,3,2
"2064",3010,0,4,5,6,3,2,3,5,2,"White",14,0,"Does not watch Fox","2. female",57,11,80,0.5,"2. no","2. no",1,2,2,2,2
"2065",3011,1,6,2,1,3,3,2,1,6,"White",10,1,"Watches Fox","1. male",68,21,0,1,"2. no","1. yes",7,5,5,5,5
"2066",3012,0,5,4,4,2,2,3,3,4,"White",9,0,NA,"1. male",38,1,65,0.25,"1. yes","1. yes",7,3,2,3,3
"2067",3013,0,3,5,4,2,NA,2,4,4,"Non-white",15,0,"Does not watch Fox","1. male",56,26,70,NA,NA,"2. no",4,NA,NA,NA,NA
"2068",3014,1,5,2,1,3,2,1,1,6,"White",10,1,"Watches Fox","1. male",60,22,20,1,"1. yes","1. yes",5,5,4,3,5
"2069",3015,0,6,2,3,3,2,2,3,6,"White",9,0,"Watches Fox","1. male",69,14,15,0.75,"1. yes","1. yes",7,5,5,4,5
"2070",3016,0,3,3,1,3,1,2,3,6,"White",10,0,"Watches Fox","1. male",77,16,0,0.75,"1. yes","1. yes",6,5,5,5,5
"2071",3017,0,6,7,5,3,2,3,2,4,"White",13,0,"Does not watch Fox","2. female",57,NA,50,0.75,NA,"2. no",4,2,5,2,5
"2072",3018,0,6,2,1,3,2,3,1,5,"Non-white",13,0,"Does not watch Fox","1. male",83,23,15,0.25,"2. no","1. yes",5,2,5,2,1
"2073",3019,0,7,2,4,3,2,3,1,4,"White",10,0,"Does not watch Fox","1. male",44,21,30,0.75,NA,"2. no",4,3,3,3,3
"2074",3020,0,5,3,1,3,3,2,2,4,"Non-white",9,0,"Does not watch Fox","1. male",65,21,85,1,NA,"2. no",4,3,3,5,4
"2075",3021,0,6,6,4,3,1,2,4,5,"Non-white",13,0,"Does not watch Fox","1. male",73,15,85,0,"2. no","2. no",4,5,1,4,3
"2076",3022,0,5,4,3,3,NA,2,3,4,"White",9,0,"Watches Fox","2. female",68,12,49,NA,"2. no","2. no",5,NA,NA,NA,NA
"2077",3023,1,6,2,1,3,1,2,1,6,"White",10,1,"Watches Fox","1. male",69,20,0,0.5,"2. no","1. yes",7,5,5,1,5
"2078",3024,0,3,4,4,1,2,3,4,3,"White",9,0,"Does not watch Fox","2. female",70,11,85,0,NA,"2. no",1,3,2,2,2
"2079",3025,0,4,4,6,3,2,3,4,2,"White",13,0,"Does not watch Fox","1. male",66,2,100,0.5,NA,"2. no",1,2,2,1,1
"2080",3026,0,4,1,4,1,2,3,5,2,"Non-white",9,0,"Does not watch Fox","2. female",67,13,100,0.5,"1. yes","2. no",1,2,2,2,4
"2081",3027,1,4,3,2,3,2,2,2,3,"White",13,1,"Does not watch Fox","1. male",68,27,40,0,NA,"2. no",4,2,3,2,4
"2082",3028,0,5,3,7,1,1,2,6,3,"Non-white",9,0,"Does not watch Fox","1. male",47,11,100,1,"2. no","1. yes",2,3,3,1,3
"2083",3029,0,2,5,4,1,1,3,4,4,"White",10,0,NA,"1. male",41,20,70,0,NA,"2. no",4,2,1,2,1
"2084",3030,0,5,1,1,3,1,1,1,6,"White",12,0,"Does not watch Fox","1. male",41,20,60,0.25,"2. no","2. no",6,4,4,5,3
"2085",3031,0,5,4,2,3,3,3,3,7,"White",4,0,"Does not watch Fox","1. male",71,2,100,0.5,"2. no","1. yes",3,3,4,2,4
"2086",3032,0,5,2,2,3,2,2,2,4,"White",10,0,"Does not watch Fox","1. male",54,20,30,1,"2. no","2. no",6,4,4,3,4
"2087",3033,0,NA,4,NA,2,1,2,NA,4,"White",9,0,"Does not watch Fox","1. male",37,18,60,1,NA,"2. no",2,2,4,2,4
"2088",3034,0,2,4,5,2,2,3,4,3,"White",14,0,"Does not watch Fox","2. female",55,22,85,0,NA,"2. no",2,4,3,2,2
"2089",3035,0,6,1,3,1,2,2,2,6,"Non-white",10,0,"Does not watch Fox","1. male",61,28,60,1,"2. no","1. yes",6,2,5,2,5
"2090",3036,0,4,2,5,2,2,2,4,5,"Non-white",13,0,"Does not watch Fox","1. male",51,9,60,1,"2. no","1. yes",6,4,3,3,4
"2091",3037,0,3,3,6,3,2,3,3,4,"White",10,0,"Does not watch Fox","2. female",49,15,40,0.5,"2. no","1. yes",3,4,4,2,4
"2092",3038,0,4,3,5,3,1,3,NA,3,"White",10,0,"Does not watch Fox","2. female",42,5,40,0,NA,"2. no",3,3,1,1,2
"2093",3039,0,NA,NA,NA,2,2,3,NA,5,"Non-white",9,0,"Watches Fox","1. male",71,19,100,0.75,"2. no","1. yes",1,3,3,3,4
"2094",3040,0,5,7,7,2,2,2,3,3,"White",9,0,NA,"1. male",53,12,100,0.75,NA,"1. yes",4,1,3,3,4
"2095",3041,0,4,3,2,1,2,3,3,5,"White",13,0,"Does not watch Fox","1. male",46,15,60,0.75,"2. no","1. yes",6,2,5,2,5
"2096",3042,0,6,7,4,1,1,3,4,5,"White",10,0,"Does not watch Fox","1. male",70,16,100,0.75,"2. no","1. yes",1,2,1,1,3
"2097",3043,0,6,2,4,3,3,3,1,6,"White",10,0,"Watches Fox","2. female",65,12,30,0.5,"2. no","2. no",5,4,4,3,4
"2098",3044,1,5,3,4,3,2,3,3,6,"White",13,1,"Does not watch Fox","2. female",56,4,0,1,"1. yes","1. yes",7,4,4,4,4
"2099",3045,1,2,3,2,3,3,2,1,6,"White",13,1,NA,"1. male",54,21,15,0.75,NA,"2. no",7,5,5,5,5
"2100",3046,0,4,4,4,3,1,2,4,2,"White",13,0,"Does not watch Fox","1. male",55,14,70,0,NA,"2. no",2,4,3,2,2
"2101",3047,0,4,4,3,3,3,2,1,4,"White",10,0,"Does not watch Fox","2. female",52,1,60,0.75,NA,"2. no",3,4,4,2,4
"2102",3048,0,4,NA,7,3,2,1,NA,4,"White",10,0,"Does not watch Fox","2. female",61,9,50,1,NA,"2. no",4,2,2,3,5
"2103",3049,0,2,6,4,1,2,2,4,4,"White",9,0,"Does not watch Fox","1. male",67,12,70,1,"1. yes","2. no",3,5,5,5,5
"2104",3050,0,4,6,4,1,1,2,3,4,"Non-white",9,0,"Does not watch Fox","2. female",70,15,85,0.75,"1. yes","1. yes",1,3,3,2,3
"2105",3051,0,4,5,6,1,2,2,4,2,"White",14,0,"Does not watch Fox","2. female",37,18,85,0.25,"2. no","2. no",1,2,2,1,2
"2106",3052,1,4,4,3,3,2,1,2,6,"Non-white",10,1,NA,"1. male",67,1,0,1,"1. yes","2. no",5,3,5,4,5
"2107",3053,1,5,2,2,3,2,3,1,6,"Non-white",14,1,"Watches Fox","1. male",58,NA,15,0.25,NA,"2. no",5,2,4,1,5
"2108",3054,1,7,1,1,3,1,1,1,6,"White",10,1,"Watches Fox","1. male",80,16,0,1,"2. no","1. yes",7,3,5,2,5
"2109",3055,0,3,2,3,3,3,2,1,4,"White",12,0,"Does not watch Fox","2. female",52,1,0,1,"2. no","2. no",4,4,4,1,5
"2110",3056,0,3,5,2,3,2,2,2,3,"White",10,0,"Watches Fox","1. male",60,7,85,0.75,NA,"2. no",1,2,2,2,3
"2111",3057,0,5,4,NA,2,3,3,3,4,"Non-white",9,0,"Does not watch Fox","1. male",50,26,100,1,"2. no","1. yes",1,3,3,3,3
"2112",3058,1,5,2,1,3,2,1,1,5,"Non-white",NA,1,"Does not watch Fox","1. male",54,19,0,0.75,NA,"2. no",5,5,5,4,5
"2113",3059,0,3,4,2,2,2,3,2,3,"White",16,0,"Does not watch Fox","1. male",60,25,85,0,"2. no","1. yes",2,5,3,2,2
"2114",3060,0,4,3,4,2,2,3,4,5,"White",11,0,"Does not watch Fox","1. male",54,1,85,1,NA,"2. no",2,3,3,3,4
"2115",3061,0,5,4,2,3,2,2,1,4,"Non-white",10,0,"Does not watch Fox","1. male",31,9,85,0.5,NA,"2. no",4,2,4,3,2
"2116",3062,0,1,5,4,1,2,3,5,2,"White",13,0,"Does not watch Fox","2. female",45,24,85,0.5,"2. no","1. yes",1,3,2,3,1
"2117",3063,0,3,5,5,3,2,3,4,4,"Non-white",10,0,"Does not watch Fox","1. male",61,1,100,0.5,"2. no","1. yes",2,4,4,1,5
"2118",3064,0,NA,NA,NA,1,1,3,7,NA,"White",9,0,"Does not watch Fox","2. female",48,15,100,0.75,"2. no","1. yes",1,3,3,3,3
"2119",3065,0,4,2,2,3,1,2,1,5,"White",14,0,"Watches Fox","2. female",48,27,30,0.25,"1. yes","1. yes",7,4,4,2,5
"2120",3066,0,6,2,3,1,3,3,1,7,"White",13,0,"Does not watch Fox","1. male",51,20,15,0.5,NA,"2. no",7,4,4,2,4
"2121",3067,0,4,2,2,3,NA,2,4,5,"White",13,0,"Does not watch Fox","2. female",24,7,30,NA,"1. yes","1. yes",6,NA,NA,NA,NA
"2122",3068,0,4,5,6,2,1,3,5,3,"White",12,0,"Does not watch Fox","1. male",64,4,85,0.25,NA,"2. no",1,2,4,2,4
"2123",3069,0,4,2,2,3,2,2,2,6,"White",11,0,"Does not watch Fox","1. male",69,1,10,0.5,"2. no","1. yes",7,4,4,4,5
"2124",3070,0,3,2,2,1,1,2,1,6,"White",13,0,"Does not watch Fox","1. male",47,17,15,0.75,NA,"2. no",4,4,1,2,2
"2125",3071,1,5,2,2,3,NA,1,2,6,"White",11,1,"Does not watch Fox","1. male",58,19,15,NA,NA,"2. no",7,NA,NA,NA,NA
"2126",3072,0,4,4,3,1,1,3,4,2,"White",14,0,"Does not watch Fox","2. female",53,25,70,0.5,"1. yes","1. yes",1,4,2,2,1
"2127",3073,0,4,3,4,3,1,2,1,4,"White",10,0,"Watches Fox","2. female",65,9,50,1,"1. yes","2. no",2,3,4,3,4
"2128",3074,0,4,4,4,3,2,2,4,4,"Non-white",13,0,"Does not watch Fox","1. male",85,3,70,0.5,"1. yes","1. yes",2,2,4,2,2
"2129",3075,0,1,5,7,1,1,3,4,3,"White",9,0,"Does not watch Fox","1. male",71,11,70,0.5,NA,"2. no",3,2,3,2,4
"2130",3076,0,4,4,2,3,2,2,3,4,"White",14,0,"Does not watch Fox","1. male",53,28,85,0.25,NA,"2. no",4,2,1,2,4
"2131",3077,1,6,1,1,1,3,2,1,7,"White",10,1,"Watches Fox","1. male",53,15,0,1,"1. yes","1. yes",7,5,5,4,4
"2132",3078,0,4,1,7,1,2,3,6,2,"Non-white",13,0,"Does not watch Fox","1. male",46,5,70,1,"2. no","2. no",1,3,3,3,4
"2133",3079,0,4,2,3,2,2,2,2,5,"White",13,0,"Does not watch Fox","2. female",35,23,40,0.75,"1. yes","1. yes",6,5,4,3,4
"2134",3080,0,3,6,6,1,1,2,6,1,"White",13,0,"Does not watch Fox","1. male",59,1,70,0,"1. yes","2. no",1,4,2,1,1
"2135",3081,0,NA,3,3,1,1,3,2,4,"White",10,0,"Does not watch Fox","2. female",21,3,60,0.25,"2. no","1. yes",5,3,2,2,2
"2136",3082,1,4,3,7,3,3,2,1,6,"White",10,1,"Does not watch Fox","2. female",44,5,15,0.75,NA,"2. no",7,4,4,2,4
"2137",3083,0,3,5,5,1,1,3,5,2,"White",13,0,"Does not watch Fox","2. female",41,5,70,0,"2. no","2. no",1,3,2,2,2
"2138",3084,0,1,NA,7,3,2,3,6,1,"White",10,0,"Does not watch Fox","2. female",50,1,99,0.5,NA,"2. no",1,2,5,2,3
"2139",3085,1,4,3,3,3,NA,2,2,5,"White",7,1,"Watches Fox","2. female",73,15,0,NA,"1. yes","2. no",5,NA,NA,NA,NA
"2140",3086,0,6,5,4,1,2,3,4,3,"Non-white",14,0,"Does not watch Fox","1. male",64,15,85,0.75,"1. yes","1. yes",1,4,5,4,4
"2141",3087,0,1,3,3,1,NA,3,4,1,"Non-white",10,0,"Does not watch Fox","2. female",59,18,85,NA,"2. no","2. no",1,NA,NA,NA,NA
"2142",3088,0,2,5,5,2,1,2,4,3,"White",9,0,NA,"2. female",18,7,75,0.75,NA,"2. no",2,2,1,2,1
"2143",3089,0,4,4,5,3,2,3,4,4,"White",13,0,"Does not watch Fox","1. male",53,23,75,0.5,"1. yes","1. yes",4,5,5,5,5
"2144",3090,1,3,2,2,3,2,3,2,6,"Non-white",14,1,"Watches Fox","1. male",67,18,15,0.5,"1. yes","1. yes",7,2,5,4,5
"2145",3091,0,6,4,7,2,2,2,1,4,"White",10,0,"Does not watch Fox","2. female",58,23,30,0.75,"2. no","2. no",2,1,5,2,5
"2146",3092,0,1,6,6,1,1,2,6,2,"White",12,0,"Does not watch Fox","2. female",21,2,85,0,NA,"1. yes",1,2,4,2,2
"2147",3093,0,2,2,5,3,1,2,2,4,"Non-white",12,0,"Does not watch Fox","1. male",42,20,6,1,"2. no","1. yes",4,4,4,3,4
"2148",3094,1,7,1,2,3,NA,2,2,3,"Non-white",14,1,"Watches Fox","2. female",60,26,0,NA,"2. no","1. yes",5,NA,NA,NA,NA
"2149",3095,0,2,4,3,1,2,3,1,5,"Non-white",12,0,"Does not watch Fox","1. male",67,11,100,1,"1. yes","1. yes",1,5,5,5,5
"2150",3096,0,4,2,3,3,2,2,2,6,"White",13,0,"Watches Fox","1. male",74,22,0,0.5,"2. no","1. yes",7,4,5,3,5
